RefSeq IDs	Approved symbol
	ANKRD20A3P
	ANKRD20A4P
	ANKRD20A5P
XM_001126719	ANKRD20A6P
	ANKRD20A7P
	ANKRD20A8P
	ANKRD20A9P
	ANKRD20A10P
	ANKRD20A11P
	ANKRD20A12P
	ANKRD20A13P
	ANKRD20A14P
	ANKRD20A15P
	ANKRD20A16P
	ANKRD20A17P
	ANKRD20A18P
	ANKRD20A19P
	ANKRD20A20P
	ANKRD20A21P
NM_144590	ANKRD22
NM_144994	ANKRD23
NM_133475	ANKRD24
NM_014915	ANKRD26
NR_026556	ANKRD26P1
NG_006568	ANKRD26P2
	ANKRD26P3
	ANKRD26P4
NM_032139	ANKRD27
	ANKRD27-AS1
NM_015199	ANKRD28
NM_173505	ANKRD29
NM_052997	ANKRD30A
NM_001367607	ANKRD30B
NM_001358416	ANKRD30BL
NG_009612	ANKRD30BP1
NR_026916	ANKRD30BP2
NR_033891	ANKRD30BP3
	ANKRD30BP4
	ANKRD30BP5
	ANKRD30BP6
NM_001164443	ANKRD31
	ANKRD31-DT
NM_182608	ANKRD33
NM_001164440	ANKRD33B
	ANKRD33B-AS1
	ANKRD33B-IT1
	ANKRD33BP1
	ANKRD33BP2
	ANKRD33BP3
	ANKRD33BP4
	ANKRD33BP5
	ANKRD33BP6
	ANKRD33BP7
	ANKRD33BP8
	ANKRD33BP9
	ANKRD33BP10
	ANKRD34A
NM_001004441	ANKRD34B
NM_001146341	ANKRD34C
NR_038997	ANKRD34C-AS1
NM_144698	ANKRD35
	ANKRD35-DT
	ANKRD36
NM_025190	ANKRD36B
NR_026844	ANKRD36BP1
	ANKRD36BP2
NM_001010914	ANKRD36C
	ANKRD36P1
	ANKRD36P2
NM_181726	ANKRD37
NM_016466	ANKRD39
	ANKRD39P1
NM_052855	ANKRD40
NM_001358683	ANKRD40CL
NM_182603	ANKRD42
NR_149008	ANKRD42-DT
NM_153697	ANKRD44
NR_135584	ANKRD44-AS1
	ANKRD44-DT
	ANKRD44-IT1
NM_198493	ANKRD45
NM_198401	ANKRD46
NM_017704	ANKRD49
NG_023668	ANKRD49P1
	ANKRD49P2
NG_021899	ANKRD49P3
NG_022544	ANKRD49P4
NM_020337	ANKRD50
NM_173595	ANKRD52
NM_024933	ANKRD53
NM_138797	ANKRD54
NG_025432	ANKRD54P1
NM_024669	ANKRD55
	ANKRD55-AS1
NM_001304369	ANKRD60
	ANKRD61
NM_001277333	ANKRD62
	ANKRD62P1
NR_040115	ANKRD62P1-PARP4P3
	ANKRD63
	ANKRD65
	ANKRD65-AS1
NM_001162435	ANKRD66
NM_015245	ANKS1A
NM_020140	ANKS1B
NM_133450	ANKS3
NM_145865	ANKS4B
NM_173551	ANKS6
NM_001144960	ANKUB1
NM_018089	ANKZF1
NM_018685	ANLN
NM_018043	ANO1
	ANO1-AS1
NM_020373	ANO2
NM_031418	ANO3
NR_132968	ANO3-AS1
NM_178826	ANO4
NM_213599	ANO5
NM_001025356	ANO6
NM_001001891	ANO7
	ANO7L1
NM_020959	ANO8
NM_001012302	ANO9
NM_018075	ANO10
	ANOP1
NM_000216	ANOS1
NG_001153	ANOS2P
	ANP
	ANP32A
NR_026808	ANP32A-IT1
NR_003144	ANP32AP1
NM_006401	ANP32B
	ANP32BP1
	ANP32BP2
	ANP32BP3
NG_074974	ANP32CP
NM_012404	ANP32D
NM_030920	ANP32E
	ANPEP
	ANPRA
	ANPRB
	ANPRC
	ANT1
	ANT2
	ANT3
NM_023933	ANTKMT
	ANTP2
	ANTP3
	ANTP4
NM_032208	ANTXR1
NM_058172	ANTXR2
NM_001278688	ANTXRL
	ANTXRLP1
	ANX1
	ANX2
	ANX2L1
	ANX2L2
	ANX2L3
	ANX2L4
	ANX2LG
	ANX2P1
	ANX2P2
	ANX2P3
	ANX3
	ANX4
	ANX5
	ANX6
	ANX7
	ANX8
	ANX11
	ANX13
	ANX31
NM_000700	ANXA1
NM_001002857	ANXA2
NR_001562	ANXA2P1
	ANXA2P2
NR_001446	ANXA2P3
NM_001014279	ANXA2R
NR_015447	ANXA2R-AS1
NR_104651	ANXA2R-OT1
NM_005139	ANXA3
NM_001153	ANXA4
NM_001154	ANXA5
NM_001155	ANXA6
NM_001156	ANXA7
NM_001040084	ANXA8
	ANXA8L1
	ANXA8L2
NM_003568	ANXA9
NM_007193	ANXA10
	ANXA10-AS1
NM_145869	ANXA11
NM_004306	ANXA13
NM_001637	AOAH
NR_046764	AOAH-IT1
NM_001091	AOC1
NM_009590, NM_001158	AOC2
NM_003734	AOC3
NR_002773	AOC4P
	AOM
	AOP1
NM_032823	AOPEP
	AOPEP-AS1
NM_001159	AOX1
NR_001557	AOX2P
	AOX3P
	AOX3P-AOX2P
NM_018569	AP1AR
	AP1AR-DT
NM_001127	AP1B1
NG_002625	AP1B1P1
NG_002624	AP1B1P2
	AP1G1
NM_003917	AP1G2
NR_110555	AP1G2-AS1
NM_032493	AP1M1
	AP1M2
NG_022666	AP1M2P1
NM_001283	AP1S1
NM_003916	AP1S2
	AP1S2P1
	AP1S3
	AP2A1
NM_012305	AP2A2
	AP2B1
NG_022622	AP2B1P1
NM_004068	AP2M1
	AP2S1
	AP3B1
	AP3B2
	AP3D1
	AP3M1
	AP3M2
NM_001364119	AP3S1
NG_022296	AP3S1P1
	AP3S1P2
	AP3S1P3
	AP3S2
NM_006594	AP4B1
NR_037864	AP4B1-AS1
	AP4E1
NM_004722	AP4M1
	AP4S1
NM_138368	AP5B1
NM_018229	AP5M1
NM_018347	AP5S1
	AP5Z1
NM_181861.1	APAF1
	APAH1
NM_001163	APBA1
NM_005503	APBA2
	APBA3
NM_001164	APBB1
NM_019043	APBB1IP
NM_173075	APBB2
	APBB2-AS1
NM_006051	APBB3
NM_000038	APC
NM_005883	APC2
	APC2-AS1
NM_153000	APCDD1
NM_153360	APCDD1L
NR_034147	APCDD1L-DT
NM_001639	APCS
	APECED
	APEH
	APELA
NM_001641	APEX1
	APEX2
NM_016022	APH1A
NM_031301	APH1B
	API1
	API2
	API3
	API4
NM_006595	API5
NG_009200	API5P1
NG_009199	API5P2
	API6
NM_015957	APIP
NM_173545	APLF
NM_017413	APLN
NM_005161	APLNR
NM_001024807	APLP1
NM_001642	APLP2
NM_020531	APMAP
	APNH
NM_000039	APOA1
NR_126362	APOA1-AS
NM_001643	APOA2
NM_000482	APOA4
	APOA5
	APOAL
	APOB
NM_001644	APOBEC1
NM_006789	APOBEC2
NM_145699	APOBEC3A
	APOBEC3AP1
NM_001193289	APOBEC3A_B
NM_004900	APOBEC3B
	APOBEC3B-AS1
NM_014508	APOBEC3C
NM_152426	APOBEC3D
	APOBEC3E
NM_145298	APOBEC3F
NM_021822	APOBEC3G
NM_181773	APOBEC3H
NM_203454	APOBEC4
	APOBER1
NM_182804	APOBR
	APOC1
NR_028412	APOC1P1
NM_000483	APOC2
NM_000040	APOC3
NM_001646	APOC4
NR_037932	APOC4-APOC2
NM_001647	APOD
NM_000041	APOE
	APOEL1
	APOF
NM_000042	APOH
	APOJ
NM_145343	APOL1
NM_145637	APOL2
NM_145641	APOL3
NM_145660	APOL4
NM_030642	APOL5
NM_030641	APOL6
NM_030817	APOLD1
NM_019101	APOM
	APONP
NM_024122	APOO
NM_198450	APOOL
	APOOP1
	APOOP2
	APOOP3
	APOOP4
	APOOP5
NM_000484	APP
	APP-DT
	APPAT
NM_006380	APPBP2
	APPBP2-DT
	APPL
NM_012096	APPL1
NM_018171	APPL2
	APPL2
	APR
NR_126512	APRG1
NM_000485	APRT
	APS
	APT1
	APT1LG1
NR_038361	APTR
NM_001368995	APTX
	APY
NM_198098	AQP1
NM_000486	AQP2
	AQP2L
NM_004925	AQP3
NM_001650, NM_004028	AQP4
	AQP4-AS1
NM_001651	AQP5
NR_110590	AQP5-AS1
NM_001652, NM_053286	AQP6
NM_001170	AQP7
NM_001382497	AQP7B
	AQP7L
XM_372110	AQP7P1
XM_497059	AQP7P2
NG_005142	AQP7P3
NG_021659	AQP7P4
	AQP7P5
NM_001169	AQP8
NM_020980	AQP9
NM_080429	AQP10
NM_173039	AQP11
NM_198998	AQP12A
	AQP12B
NM_014691	AQR
NM_000044	AR
	ARA
	ARAF
	ARAFP1
NG_008381	ARAFP2
NG_003157	ARAFP3
NM_001040118	ARAP1
	ARAP1-AS1
	ARAP1-AS2
NM_015230	ARAP2
	ARAP2-AS1
NM_022481	ARAP3
NM_032042	ARB2A
	ARB2A-AS1
	ARB2A-AS2
	ARB2A-DT
XR_041878	ARB2BP
	ARC
	ARCN1
	ARCN2
	AREG
	AREGB
NM_014821	AREL1
NM_001024227	ARF1
XM_498225	ARF1P1
	ARF1P2
	ARF1P3
	ARF2
NG_051340	ARF2P
NM_001659	ARF3
NM_001660	ARF4
	ARF4-AS1
NG_001075	ARF4P1
NG_001031	ARF4P2
XM_372496	ARF4P3
	ARF4P4
	ARF4P5
NM_001662	ARF5
NM_001663	ARF6
NM_018209	ARFGAP1
NM_032389	ARFGAP2
NM_014570	ARFGAP3
NM_006421	ARFGEF1
NR_136223	ARFGEF1-DT
NM_006420	ARFGEF2
NM_020340	ARFGEF3
NM_014447	ARFIP1
NM_012402	ARFIP2
	ARFRP1
	ARG1
NM_001172	ARG2
	ARG2P1
NM_001012659	ARGFX
NG_004853	ARGFXP1
NR_002222	ARGFXP2
NM_018011	ARGLU1
NR_051977	ARGLU1-DT
	ARH6
	ARH12
NM_004308	ARHGAP1
NM_001666	ARHGAP4
NM_001030055	ARHGAP5
NR_027263	ARHGAP5-AS1
NM_013427	ARHGAP6
NM_017701	ARHGAP8
NM_032496	ARHGAP9
NM_024605	ARHGAP10
NM_014783	ARHGAP11A
NR_135833	ARHGAP11A-DT
	ARHGAP11A-SCG5
NM_001039841	ARHGAP11B
NR_157593	ARHGAP11B-DT
	ARHGAP12
NM_018460	ARHGAP15
	ARHGAP15-AS1
NG_002492	ARHGAP16P
NM_018054	ARHGAP17
NM_033515	ARHGAP18
NM_032900	ARHGAP19
	ARHGAP19-SLIT1
NM_020809	ARHGAP20
NM_020824	ARHGAP21
NM_021226	ARHGAP22
	ARHGAP22-IT1
NM_001199417	ARHGAP23
	ARHGAP23P1
NM_031305	ARHGAP24
	ARHGAP24-AS1
NM_014882	ARHGAP25
NM_015071	ARHGAP26
	ARHGAP26-AS1
	ARHGAP26-IT1
NM_199282	ARHGAP27
NR_027487	ARHGAP27P1
NR_026899	ARHGAP27P1-BPTFP1-KPNA2P3
	ARHGAP27P2
NM_001010000	ARHGAP28
NR_134645	ARHGAP28-AS1
NM_004815	ARHGAP29
	ARHGAP29-AS1
NM_181720	ARHGAP30
	ARHGAP31
	ARHGAP31-AS1
NM_014715	ARHGAP32
NM_052948	ARHGAP33
NM_004491	ARHGAP35
NM_144967	ARHGAP36
	ARHGAP39
NM_001164431	ARHGAP40
NM_152432	ARHGAP42
NR_133571	ARHGAP42-AS1
	ARHGAP42P1
	ARHGAP42P2
	ARHGAP42P3
	ARHGAP42P4
	ARHGAP42P5
NM_014859	ARHGAP44
NR_104607	ARHGAP44-AS1
	ARHGAP45
NM_004309	ARHGDIA
NM_001175	ARHGDIB
	ARHGDIG
NM_199002	ARHGEF1
NM_004723	ARHGEF2
	ARHGEF2-AS1
	ARHGEF2-AS2
NM_019555	ARHGEF3
	ARHGEF3-AS1
	ARHGEF4
	ARHGEF4-AS1
NM_005435	ARHGEF5
NM_004840	ARHGEF6
NM_001113511	ARHGEF7
	ARHGEF7-AS1
	ARHGEF7-AS2
	ARHGEF7-IT1
	ARHGEF9
	ARHGEF9-IT1
	ARHGEF10
NM_018125	ARHGEF10L
NM_198236	ARHGEF11
NM_015313	ARHGEF12
NM_173728	ARHGEF15
NM_014448	ARHGEF16
NM_014786	ARHGEF17
NR_147696	ARHGEF17-AS1
NM_015318	ARHGEF18
	ARHGEF18-AS1
NM_153213	ARHGEF19
	ARHGEF19-AS1
NM_133483	ARHGEF25
	ARHGEF25-AS1
NM_015595	ARHGEF26
	ARHGEF26-AS1
	ARHGEF28
	ARHGEF28-AS1
	ARHGEF28-AS2
	ARHGEF28-AS3
	ARHGEF28P1
NM_001145451	ARHGEF33
	ARHGEF34P
NM_001003702	ARHGEF35
NR_126022	ARHGEF35-AS1
NM_001001669	ARHGEF37
NM_017700	ARHGEF38
	ARHGEF38-DT
	ARHGEF38-IT1
NM_032818	ARHGEF39
	ARHGEF40
NM_139135	ARID1A
NM_020732	ARID1B
	ARID1B-AS1
NM_152641	ARID2
NM_005224	ARID3A
NM_006465	ARID3B
NG_005808	ARID3BP1
NM_001017363	ARID3C
NM_023001	ARID4A
NM_016374	ARID4B
	ARID4B-IT1
NM_212481	ARID5A
NM_032199	ARID5B
NM_005744	ARIH1
NM_006321	ARIH2
NR_161301	ARIH2OS
XR_016965	ARIH2P1
NM_152470	ARK2C
NM_145055	ARK2N
NM_001177	ARL1
NM_001667	ARL2
	ARL2-SNX15
NM_012106	ARL2BP
	ARL2BPP1
	ARL2BPP2
NG_022943	ARL2BPP3
	ARL2BPP4
	ARL2BPP5
	ARL2BPP6
	ARL2BPP7
	ARL2BPP8
NG_026204	ARL2BPP9
	ARL2BPP10
NM_004311	ARL3
NM_005738	ARL4A
XM_370560	ARL4AP1
NG_005394	ARL4AP2
	ARL4AP3
	ARL4AP4
	ARL4AP5
NM_005737	ARL4C
NM_001661	ARL4D
NM_012097	ARL5A
	ARL5AP1
	ARL5AP2
	ARL5AP3
	ARL5AP4
NG_005340	ARL5AP5
NM_178815	ARL5B
	ARL5B-AS1
NM_001143968	ARL5C
NM_032146	ARL6
NM_015161	ARL6IP1
NG_022838	ARL6IP1P1
NG_022169	ARL6IP1P2
NG_021793	ARL6IP1P3
NM_018694	ARL6IP4
NM_006407	ARL6IP5
NM_152522	ARL6IP6
NM_138795	ARL8A
NM_018184	ARL8B
	ARL8BP1
NG_022714	ARL8BP2
NM_206919	ARL9
NM_173664	ARL10
NM_138450	ARL11
NM_001162491	ARL13A
NM_182896	ARL13B
NM_025047	ARL14
NM_152316	ARL14EP
	ARL14EP-DT
NM_001195581	ARL14EPL
	ARL14EPP1
NM_019087	ARL15
NM_001040025	ARL16
NM_016632	ARL17A
NM_001039083	ARL17B
NM_001001701	ARLN
NR_131947	ARLNC1
NM_018120	ARMC1
NM_032131	ARMC2
	ARMC2-AS1
NM_173081	ARMC3
NM_024742	ARMC5
NM_033415	ARMC6
NM_024585	ARMC7
NM_015396	ARMC8
NG_028720	ARMC8P1
NM_025139	ARMC9
NM_031905	ARMC10
NG_012229	ARMC10P1
NM_145028	ARMC12
NM_016608	ARMCX1
NM_014782	ARMCX2
NM_016607	ARMCX3
	ARMCX3-AS1
NM_001256155	ARMCX4
NM_022838	ARMCX5
NM_001199818.1	ARMCX5-GPRASP2
NM_019007	ARMCX6
	ARMCX7P
	ARMD1
NM_001145636	ARMH1
NM_001282492	ARMH2
NM_024541	ARMH3
NM_001001872	ARMH4
	ARMS2
	ARNILA
	ARNT
	ARNT2
	ARNT2-AS1
	ARNT2-AS2
	ARNT2-AS3
	ARNT2-DT
	ARP1
NM_006409	ARPC1A
NG_025731	ARPC1AP1
NG_002352	ARPC1AP2
NG_002354	ARPC1AP3
NG_002355	ARPC1AP4
NM_005720	ARPC1B
NG_021551	ARPC1BP1
NM_005731	ARPC2
	ARPC3
NG_002363	ARPC3P1
NG_022826	ARPC3P2
	ARPC3P3
NG_024384	ARPC3P4
NG_022345	ARPC3P5
NM_001024959	ARPC4
NM_001198793.1	ARPC4-TTLL3
NM_005717	ARPC5
NM_030978	ARPC5L
NM_182616	ARPIN
NM_001199058.1	ARPIN-AP3S2
NM_006628	ARPP19
NG_012241	ARPP19P1
NG_012240	ARPP19P2
NM_198399	ARPP21
	ARPP21-AS1
	ARR1
NM_004312	ARR3
NM_004041	ARRB1
NM_004313	ARRB2
NM_152285	ARRDC1
NR_122035	ARRDC1-AS1
NM_015683	ARRDC2
NM_020801	ARRDC3
NR_027435	ARRDC3-AS1
NM_183376	ARRDC4
NM_001080523	ARRDC5
NM_000487	ARSA
NM_000046	ARSB
	ARSC1
	ARSC2
	ARSD
	ARSD-AS1
NG_000881.2	ARSDP1
	ARSF
NG_002804	ARSFP1
NM_014960	ARSG
NM_001011719	ARSH
NM_001012301	ARSI
NM_024590	ARSJ
	ARSJ-DT
NM_198150	ARSK
NM_000047	ARSL
NG_000880	ARSLP1
NM_004314	ART1
	ART2BP
NG_001076	ART2P
NM_001179	ART3
NM_021071	ART4
NM_053017	ART5
NM_057090	ARTN
NM_022786	ARV1
NM_001670	ARVCF
	ARVD1
	ARVD2
	ARVD3
	ARVD4
	ARVD5
	ARX
	AS
NM_020682	AS3MT
NM_004315	ASAH1
NR_125429	ASAH1-AS1
NM_019893	ASAH2
	ASAH2B
	ASAH2C
NM_018482	ASAP1
NR_002765	ASAP1-IT1
NR_045385	ASAP1-IT2
NM_003887	ASAP2
NM_017707	ASAP3
	ASAR1-1
	ASAR6-1
	ASAR6-2
	ASAR8-1
	ASAR9-1
	ASAR9-2
	ASAR9-3
	ASAR15-1
	ASB
NM_001040445	ASB1
	ASB2
NM_016115	ASB3
NM_016116	ASB4
	ASB5
NM_017873	ASB6
	ASB6-AS1
NM_024708	ASB7
	ASB8
	ASB9
NR_033769	ASB9P1
NM_080871	ASB10
	ASB11
	ASB12
	ASB13
	ASB14
	ASB15
NR_111922	ASB15-AS1
	ASB16
NR_049729	ASB16-AS1
NM_080868	ASB17
NM_212556	ASB18
NM_015947	ASCC1
NM_032204	ASCC2
NM_006828	ASCC3
	ASCL1
NM_005170	ASCL2
	ASCL3
NM_203436	ASCL4
NM_001270601	ASCL5
	ASD1
NM_001353493	ASDURF
NM_014034	ASF1A
NM_018154	ASF1B
NM_001671	ASGR1
NM_080914	ASGR2
NM_018489	ASH1L
NR_027023	ASH1L-AS1
	ASH1L-IT1
NM_004674	ASH2L
	ASH2LP1
	ASH2LP2
	ASH2LP3
NG_000002	ASH2LP4
NM_020039	ASIC1
NM_183377, NM_001094	ASIC2
	ASIC2-AS1
	ASIC2-AS2
	ASIC2-AS3
NM_004769	ASIC3
NM_018674	ASIC4
	ASIC4-AS1
	ASIC5
	ASIP
NM_000048	ASL
	ASLN
NG_002637	ASLP1
	ASMD
	ASMER1
	ASMER2
NM_004043	ASMT
NM_004192	ASMTL
XR_040863	ASMTL-AS1
NM_001673, NM_183356	ASNS
NM_019048	ASNSD1
	ASNSP1
	ASNSP2
NG_021205	ASNSP3
NG_026098	ASNSP4
	ASNSP5
	ASNSP6
NM_000049	ASPA
NM_001024656	ASPDH
NM_001080464	ASPG
NM_004318	ASPH
NM_181718	ASPHD1
NM_020437	ASPHD2
NM_018136	ASPM
NM_017680	ASPN
NM_152792	ASPRV1
NM_024083	ASPSCR1
NM_001083926	ASRGL1
NM_000050	ASS1
NG_001077	ASS1P1
NG_000845	ASS1P2
NG_012998	ASS1P3
NG_000846	ASS1P4
NG_000847	ASS1P5
NG_000848	ASS1P6
NG_001079	ASS1P7
NG_003009	ASS1P8
NG_003022	ASS1P9
NG_003021	ASS1P10
NG_008639	ASS1P11
NG_005207	ASS1P12
NG_011669	ASS1P13
	ASS1P14
NM_014065	ASTE1
	ASTILCS
	ASTL
NM_004319	ASTN1
NM_014010	ASTN2
NR_033973	ASTN2-AS1
	ASVS1
NM_015338	ASXL1
NM_018263	ASXL2
	ASXL3
	ASXL3-DT
NM_130768	ASZ1
	AT3
	ATA
NM_032810	ATAD1
NM_014109	ATAD2
NM_017552	ATAD2B
NM_018188	ATAD3A
NM_031921	ATAD3B
NM_001039211	ATAD3C
NM_024857	ATAD5
NM_024909	ATAT1
	ATC
	ATCAY
	ATD
	ATDC
NM_001001976	ATE1
NR_120495	ATE1OSP
NM_005171	ATF1
	ATF1-AS1
NG_016455	ATF1P1
NM_001880	ATF2
NM_001674	ATF3
NM_001675	ATF4
NG_001080	ATF4P1
NG_002951	ATF4P2
NG_009319	ATF4P3
NG_021835	ATF4P4
	ATF5
NM_007348	ATF6
	ATF6-DT
	ATF6B
NM_001130059	ATF7
	ATF7-AS1
	ATF7-NPFF
NM_018179	ATF7IP
NM_024997	ATF7IP2
NM_015104	ATG2A
NM_018036	ATG2B
NM_022488	ATG3
	ATG3P1
NM_052936	ATG4A
	ATG4AP1
NM_013325	ATG4B
NM_032852	ATG4C
	ATG4C-AS1
NM_032885	ATG4D
NM_004849	ATG5
NM_006395	ATG7
NM_024085	ATG9A
NM_173681	ATG9B
NM_001131028	ATG10
	ATG10-AS1
	ATG10-IT1
NM_004707	ATG12
	ATG12-AS1
NG_007656	ATG12P1
NG_016651	ATG12P2
NM_014741	ATG13
NM_014924	ATG14
NM_017974	ATG16L1
NM_033388	ATG16L2
NM_021934	ATG101
	ATHS
NM_004044	ATIC
	ATL1
NM_022374	ATL2
NM_015459	ATL3
NM_000051	ATM
NM_015251	ATMIN
NG_021666	ATMINP1
	ATMINP2
NM_001940	ATN1
	ATN1L
NM_005172	ATOH1
	ATOH7
NM_032827	ATOH8
NM_019600	ATOSA
NM_025182	ATOSB
	ATOSBP1
NM_004045	ATOX1
	ATOX1-AS1
NM_001160233	ATP1A1
NR_024124	ATP1A1-AS1
NM_000702	ATP1A2
NM_152296	ATP1A3
NM_144699	ATP1A4
	ATP1AL1
	ATP1AL2
	ATP1B1
NG_001081	ATP1B1P1
NM_001678	ATP1B2
NM_001679	ATP1B3
	ATP1B3-AS1
NG_000849	ATP1B3P1
NM_001142447	ATP1B4
	ATP1G1
NM_004320	ATP2A1
NR_046287	ATP2A1-AS1
NM_001681	ATP2A2
NM_174953	ATP2A3
NM_001682	ATP2B1
NR_028138	ATP2B1-AS1
NM_001683	ATP2B2
	ATP2B2-IT1
	ATP2B2-IT2
NM_021949	ATP2B3
NM_001001396	ATP2B4
NM_001001486	ATP2C1
NM_014861	ATP2C2
NR_146503	ATP2C2-AS1
	ATP3
NM_000704	ATP4A
NM_000705	ATP4B
	ATP5
	ATP5A
	ATP5A1P5
	ATP5A1P6
	ATP5A1P9
	ATP5AL2
	ATP5BL2
	ATP5CL1
	ATP5CL2
NM_004046	ATP5F1A
	ATP5F1AP1
NG_008671	ATP5F1AP2
NG_008672	ATP5F1AP3
NG_022842	ATP5F1AP4
	ATP5F1AP7
	ATP5F1AP8
	ATP5F1AP10
NM_001686	ATP5F1B
	ATP5F1BP1
NM_005174	ATP5F1C
NG_004656	ATP5F1CP1
NM_001687	ATP5F1D
NM_001001977	ATP5F1E
	ATP5F1EP1
NG_053163	ATP5F1EP2
NM_016311	ATP5IF1
	ATP5IF1-AS1
NM_005175	ATP5MC1
NG_002514	ATP5MC1P1
NG_002515	ATP5MC1P2
NG_022220	ATP5MC1P3
	ATP5MC1P4
	ATP5MC1P5
	ATP5MC1P6
	ATP5MC1P7
	ATP5MC1P8
NM_005176	ATP5MC2
NG_004659	ATP5MC2P1
NG_002500	ATP5MC2P2
	ATP5MC2P3
	ATP5MC2P4
NG_030292	ATP5MC2P5
NM_001689	ATP5MC3
NM_007100	ATP5ME
NM_004889	ATP5MF
NM_001198879.1	ATP5MF-PTCD1
	ATP5MFP1
	ATP5MFP2
	ATP5MFP3
	ATP5MFP4
NG_005477	ATP5MFP5
NG_005475	ATP5MFP6
	ATP5MFP7
NM_006476	ATP5MG
NM_001165877	ATP5MGL
NG_004834	ATP5MGP1
NG_005040	ATP5MGP2
	ATP5MGP3
	ATP5MGP4
	ATP5MGP5
NG_022453	ATP5MGP6
	ATP5MGP7
	ATP5MGP8
NM_001127393	ATP5MJ
NM_032747	ATP5MK
NG_012722	ATP5MKP1
NM_001688	ATP5PB
	ATP5PBP1
	ATP5PBP2
	ATP5PBP3
	ATP5PBP4
	ATP5PBP5
	ATP5PBP6
	ATP5PBP7
NG_022264	ATP5PBP8
NM_006356	ATP5PD
NG_004675	ATP5PDP1
NG_001540	ATP5PDP2
NG_023175	ATP5PDP3
NG_001585	ATP5PDP4
NM_001685	ATP5PF
NG_002918	ATP5PFP1
	ATP5PFP2
	ATP5PFP3
	ATP5PFP4
NM_001697	ATP5PO
NG_021549	ATP5POP1
NM_001183	ATP6AP1
NR_103768	ATP6AP1-DT
	ATP6AP1L
NM_005765	ATP6AP2
	ATP6N2
NM_001690	ATP6V1A
	ATP6V1A2
NM_001692	ATP6V1B1
	ATP6V1B1-AS1
NM_001693	ATP6V1B2
NM_001695	ATP6V1C1
NM_144583	ATP6V1C2
NM_015994	ATP6V1D
NM_001696	ATP6V1E1
	ATP6V1E1P1
	ATP6V1E1P2
NG_009357	ATP6V1E1P3
NM_080653	ATP6V1E2
NM_004231	ATP6V1F
	ATP6V1FP1
	ATP6V1FP2
NM_004888	ATP6V1G1
NG_001019	ATP6V1G1P1
NG_022387	ATP6V1G1P2
NG_021680	ATP6V1G1P3
NG_022168	ATP6V1G1P4
NG_021901	ATP6V1G1P5
	ATP6V1G1P6
	ATP6V1G1P7
NM_130463	ATP6V1G2
NR_037853.1	ATP6V1G2-DDX39B
NM_133326	ATP6V1G3
NM_015941	ATP6V1H
NM_001130020	ATP6V0A1
NM_012463	ATP6V0A2
NM_020632	ATP6V0A4
NM_004047	ATP6V0B
NM_001694	ATP6V0C
NG_009542	ATP6V0CP1
	ATP6V0CP2
	ATP6V0CP3
	ATP6V0CP4
NM_004691	ATP6V0D1
	ATP6V0D1-DT
NM_152565	ATP6V0D2
NM_003945	ATP6V0E1
	ATP6V0E1P1
	ATP6V0E1P2
	ATP6V0E1P3
	ATP6V0E1P4
NM_145230	ATP6V0E2
NR_027040	ATP6V0E2-AS1
NM_000052	ATP7A
NM_000053	ATP7B
NG_022482	ATP7BP1
NM_006095	ATP8A1
	ATP8A1-DT
NM_016529	ATP8A2
NG_025483	ATP8A2P1
NG_028886	ATP8A2P2
	ATP8A2P3
NM_005603	ATP8B1
NR_164148	ATP8B1-AS1
NM_020452	ATP8B2
NM_138813	ATP8B3
NM_024837	ATP8B4
NR_003581.1	ATP8B5P
NM_006045	ATP9A
NM_198531	ATP9B
	ATP9B-AS1
NM_024490	ATP10A
	ATP10A-DT
NM_025153	ATP10B
	ATP10C
NM_020453	ATP10D
	ATP10D-DT
NM_015205	ATP11A
	ATP11A-AS1
NR_164109	ATP11AUN
NM_014616	ATP11B
	ATP11B-DT
NM_173694	ATP11C
NM_001676	ATP12A
NM_020410	ATP13A1
NM_022089	ATP13A2
NM_024524	ATP13A3
NR_033929	ATP13A3-DT
NM_032279	ATP13A4
	ATP13A4-AS1
NM_198505	ATP13A5
	ATP13A5-AS1
NM_033276	ATP23
NM_022745	ATPAF1
NM_145691	ATPAF2
	ATPL
	ATPM
	ATPSB
	ATPSBL1
	ATPSBL2
NM_199133	ATPSCKMT
NM_001184	ATR
NM_016085	ATRAID
	ATRC1
	ATRC2
NM_130384	ATRIP
NM_139321	ATRN
NM_207303	ATRNL1
NM_000489	ATRX
	ATS
NM_000332	ATXN1
NR_136240	ATXN1-AS1
NM_001137675.2	ATXN1L
NM_002973	ATXN2
	ATXN2-AS
NM_007245	ATXN2L
NM_004993	ATXN3
NM_001135995	ATXN3L
NM_000333	ATXN7
	ATXN7L1
NM_153340	ATXN7L2
NM_020218	ATXN7L3
	ATXN7L3-AS1
NM_001136262	ATXN7L3B
NG_022608	ATXN7L3P1
	ATXN7L4
	ATXN8
NR_002717	ATXN8OS
NM_013236	ATXN10
	AUF1
	AUH
	AUNA1
NM_024037	AUNIP
	AUNX1
NM_181575	AUP1
NM_003600	AURKA
NM_017900	AURKAIP1
	AURKAP1
	AURKAP2
NM_004217	AURKB
	AURKBP1
NM_003160	AURKC
	AUTS1
	AUTS2
	AUXN
	AVED
NM_020371	AVEN
NM_006576	AVIL
NM_015060	AVL9
NM_000490	AVP
NM_021732	AVPI1
	AVPR1A
